Read the parameters into your program so you an refer to them by state,,,Read the parameters into your program so you an refer to them by state,,,,,,,
,,,,,Cost Parameters,,,,,
ExpenseName,stateName,stateAbbrev,stateFIPS,yearofdata,ftdailyrate.infant,ftdailyrate.toddler,ftdailyrate.preschool,ftdailyrate.schoolage,PTtoFTcostRatio,freePreKState
expense.childcare,Alabama,AL,1,2018,28.00,28.00,25.00,21.67,0.42,0
expense.childcare,Alaska,AK,2,2018,45.50,43.40,37.87,48.01,0.42,0
expense.childcare,Arizona,AZ,4,2018,41.62,35.49,33.55,36.31,0.42,0
expense.childcare,Arkansas,AR,5,2018,24.78,23.66,17.28,26.77,0.42,0
expense.childcare,California,CA,6,2018,63.27,43.08,43.08,22.64,0.58,0
expense.childcare,Colorado,CO,8,2018,59.99,54.17,44.99,26.89,0.42,0
expense.childcare,Connecticut,CT,9,2018,59.99,59.79,48.79,24.84,0.42,0
expense.childcare,Delaware,DE,10,2018,43.73,38.59,34.82,21.22,0.69,0
expense.childcare,District of Columbia,DC,11,2018,92.60,88.51,72.99,64.81,0.42,1
expense.childcare,Florida,FL,12,2018,35.81,32.13,26.93,18.25,0.78,1
expense.childcare,Georgia,GA,13,2018,33.57,32.41,26.87,18.86,0.73,0
expense.childcare,Hawaii,HI,15,2018,54.22,49.98,35.53,14.17,0.75,0
expense.childcare,Idaho,ID,16,2018,33.21,31.72,29.48,33.59,0.42,0
expense.childcare,Illinois,IL,17,2018,52.92,47.22,40.12,60.74,0.23,0
expense.childcare,Indiana,IN,18,2018,47.65,47.03,35.73,29.70,0.42,0
expense.childcare,Iowa,IA,19,2018,41.31,37.28,34.06,18.78,0.57,0
expense.childcare,Kansas,KS,20,2018,48.39,39.59,33.59,42.39,0.16,0
expense.childcare,Kentucky,KY,21,2018,28.61,28.61,25.84,34.61,0.33,0
expense.childcare,Louisiana,LA,22,2018,32.99,31.00,30.00,19.25,0.65,0
expense.childcare,Maine,ME,23,2018,54.79,47.39,43.19,37.39,0.42,0
expense.childcare,Maryland,MD,24,2018,59.23,46.40,40.32,30.99,0.42,0
expense.childcare,Massachusetts,MA,25,2018,80.30,74.10,59.51,31.87,0.70,0
expense.childcare,Michigan,MI,26,2018,39.56,37.35,31.98,30.36,0.42,0
expense.childcare,Minnesota,MN,27,2018,61.99,53.99,47.79,41.43,0.42,0
expense.childcare,Mississippi,MS,28,2018,22.15,22.15,20.30,14.39,0.71,0
expense.childcare,Missouri,MO,29,2018,37.99,33.52,26.34,26.43,0.42,0
expense.childcare,Montana,MT,30,2018,45.32,41.75,36.12,31.31,0.42,0
expense.childcare,Nebraska,NE,31,2018,47.19,44.31,42.87,30.68,0.69,0
expense.childcare,Nevada,NV,32,2018,42.71,39.37,33.89,26.44,1.08,0
expense.childcare,New Hampshire,NH,33,2018,50.16,46.59,40.77,19.00,0.61,0
expense.childcare,New Jersey,NJ,34,2018,59.99,55.15,48.68,42.21,0.42,0
expense.childcare,New Mexico,NM,35,2018,35.13,34.36,32.12,27.84,0.42,0
expense.childcare,New York,NY,36,2018,57.79,54.39,46.39,40.22,0.42,0
expense.childcare,North Carolina,NC,37,2018,35.59,32.25,30.46,19.05,0.65,0
expense.childcare,North Dakota,ND,38,2018,35.31,33.69,32.11,27.83,0.42,0
expense.childcare,Ohio,OH,39,2018,38.49,34.63,31.76,15.61,0.22,0
expense.childcare,Oklahoma,OK,40,2018,34.38,31.77,26.00,17.54,0.79,1
expense.childcare,Oregon,OR,41,2018,51.98,48.71,38.85,23.24,0.71,0
expense.childcare,Pennsylvania,PA,42,2018,44.45,41.18,36.69,51.03,0.18,0
expense.childcare,Rhode Island,RI,44,2018,42.13,41.30,37.66,27.38,0.87,0
expense.childcare,South Carolina,SC,45,2018,34.99,32.23,31.50,30.46,0.42,0
expense.childcare,South Dakota,SD,46,2018,45.32,41.75,23.83,31.75,0.42,0
expense.childcare,Tennessee,TN,47,2018,34.68,32.49,28.79,14.30,0.82,0
expense.childcare,Texas,TX,48,2018,37.93,35.26,31.90,38.61,0.42,0
expense.childcare,Utah,UT,49,2018,38.46,35.65,29.66,57.95,0.42,0
expense.childcare,Vermont,VT,50,2018,48.10,46.47,43.99,29.94,0.42,1
expense.childcare,Virginia,VA,51,2018,55.99,55.19,44.39,37.67,0.42,0
expense.childcare,Washington,WA,53,2018,57.08,49.42,43.65,27.09,0.74,0
expense.childcare,West Virginia,WV,54,2018,30.88,27.66,26.67,36.56,0.18,0
expense.childcare,Wisconsin,WI,55,2018,48.27,45.44,39.15,42.95,0.18,1
expense.childcare,Wyoming,WY,56,2018,34.99,32.00,30.00,39.12,0.42,0
expense.childcare,,,,,,,,,,0
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
